BBL,TotalFeeAmount,NumberOfComplaints,ModeFeeTypeName,ModeFeeTypeCount,ModeLifeCycleName,ModeLifeCycleCount,MeanFeeIssueDate
3015340036,200,1,Complaint,1,Building,1,2017-03-22 00:00:00
3015340038,3200,16,Complaint,13,Building,16,2017-08-01 09:00:00
3015340048,400,2,Complaint,2,Building,2,2018-08-17 12:00:00
3015340049,3600,5,Route for Inspection,3,Building,5,2016-10-02 04:48:00
3015340056,3200,3,PROJECT BLDG,2,Building,3,2015-01-11 00:00:00
3015340136,3400,4,PROJECT BLDG,2,Building,4,2011-08-06 06:00:00
3015350009,200,1,Complaint,1,Building,1,2018-12-12 00:00:00
3015350010,1000,5,Complaint,5,Building,5,2016-10-28 14:24:00
3015370003,3000,2,PROJECT BLDG,2,Building,2,2014-09-02 12:00:00
3015370005,3000,2,PROJECT BLDG,2,Building,2,2012-09-24 12:00:00
3015380059,10200,38,Route for Inspection,36,Building,38,2010-10-24 06:18:56
3015380067,3000,2,PROJECT BLDG,2,Building,2,2014-09-03 12:00:00
3015390028,3600,5,VIOLATION,3,Building,5,2015-09-24 09:36:00
3015400034,3400,4,PROJECT BLDG,2,Building,4,2014-04-12 12:00:00
3015400035,3000,2,PROJECT BLDG,2,Building,2,2015-12-18 00:00:00
3015400052,8800,16,Route for Inspection,14,Building,16,2008-12-26 21:00:00
3015400054,600,3,Complaint,3,Building,3,2018-03-05 08:00:00
3015420002,4000,7,Route for Inspection,5,Building,7,2008-08-28 00:00:00
3015420012,3400,4,PROJECT BLDG,2,Building,4,2011-10-06 06:00:00
3015420028,200,1,Complaint,1,Building,1,2017-03-13 00:00:00
3015430049,600,3,Complaint,3,Building,3,2018-04-19 16:00:00
3015440052,400,2,Complaint,2,Building,2,2017-12-06 12:00:00
3015480033,1200,6,Complaint,6,Building,6,2017-10-14 04:00:00
3015480059,600,3,VIOLATION,3,Building,3,2013-08-07 00:00:00
3015490038,200,1,Complaint,1,Building,1,2018-10-31 00:00:00
3015510004,600,3,VIOLATION,3,Building,3,2018-04-09 16:00:00
3015510005,8200,13,Route for Inspection,11,Building,13,2009-09-08 03:41:32
3015510008,9400,19,Route for Inspection,17,Building,19,2009-02-19 11:22:06
3015520009,4200,8,Route for Inspection,6,Building,8,2009-05-07 03:00:00
3015520025,1000,5,Complaint,5,Building,5,2017-11-29 19:12:00
3015520038,1200,6,Complaint,6,Building,6,2017-08-06 16:00:00
3015520073,5600,15,Route for Inspection,13,Building,15,2013-08-15 06:24:00
3015530010,9800,36,Route for Inspection,34,Building,36,2012-11-14 12:40:00
3015540065,1200,6,Complaint,6,Building,6,2018-05-05 04:00:00
3015590009,200,1,VIOLATION,1,Building,1,2014-03-19 00:00:00
3015590024,4000,2,PROJECT BLDG,2,Building,2,2015-09-23 12:00:00
3015620011,3000,2,PROJECT BLDG,2,Building,2,2015-09-22 12:00:00
3015620035,4600,10,Route for Inspection,8,Building,10,2013-06-07 09:36:00
3015650006,8600,5,Complaint,3,Building,5,2017-01-26 14:24:00
3015650010,200,1,Complaint,1,Building,1,2018-10-23 00:00:00
3015660001,200,1,Complaint,1,Building,1,2016-06-18 00:00:00
3015660030,4800,11,Route for Inspection,9,Building,11,2012-12-22 00:00:00
3015670036,3400,4,PROJECT BLDG,2,Building,4,2011-10-10 12:00:00
3015680007,200,1,Complaint,1,Building,1,2018-03-04 00:00:00
3015680037,1200,6,VIOLATION,6,Building,6,2013-11-21 08:00:00
3015690020,6600,20,Route for Inspection,18,Building,20,2012-02-17 07:12:00
3015690022,3000,2,PROJECT BLDG,2,Building,2,2011-11-02 00:00:00
3015700019,4000,7,Route for Inspection,5,Building,7,2009-10-06 20:34:17
3015700023,400,2,Complaint,2,Building,2,2016-08-18 12:00:00
3015700025,200,1,Complaint,1,Building,1,2016-05-03 00:00:00
3015700030,3000,2,PROJECT BLDG,2,Building,2,2008-08-08 00:00:00
3015700036,2400,12,VIOLATION,11,Building,12,2018-01-09 00:00:00
3015700037,6000,17,Route for Inspection,15,Building,17,2018-02-15 02:49:24
3015720016,4200,8,Route for Inspection,6,Building,8,2012-11-16 15:00:00
3015730010,2200,11,VIOLATION,11,Building,11,2014-01-04 00:00:00
3015730021,200,1,Complaint,1,Building,1,2017-11-03 00:00:00
3015790020,200,1,Complaint,1,Building,1,2017-10-17 00:00:00
3015790021,600,3,Complaint,3,Building,3,2017-08-27 00:00:00
3015840007,200,1,Complaint,1,Building,1,2017-11-24 00:00:00
3015840020,200,1,Complaint,1,Building,1,2017-02-08 00:00:00
3015850045,200,1,VIOLATION,1,Building,1,2014-02-27 00:00:00
3015850047,6800,6,Route for Inspection,4,Building,6,2015-08-13 20:00:00
3015860047,15400,77,VIOLATION,70,Building,77,2018-06-22 08:43:38
3015880001,800,4,Complaint,4,Building,4,2017-09-06 00:00:00
3015880038,1000,5,Complaint,5,Building,5,2018-08-11 04:48:00
3015890019,4600,5,Route for Inspection,3,Building,5,2008-09-20 19:12:00
3015890047,200,1,VIOLATION,1,Building,1,2019-02-07 00:00:00
3015910027,200,1,Complaint,1,Building,1,2017-02-08 00:00:00
3015910063,200,1,Complaint,1,Building,1,2016-08-22 00:00:00
3015910078,200,1,Complaint,1,Building,1,2017-02-27 00:00:00
3015930054,600,3,VIOLATION,3,Building,3,2014-02-23 16:00:00
3015940026,800,4,VIOLATION,4,Building,4,2015-05-23 00:00:00
3015940039,400,2,Complaint,2,Building,2,2018-10-27 00:00:00
3015940065,10800,16,Complaint,13,Building,16,2017-09-04 19:30:00
3015950061,200,1,Complaint,1,Building,1,2018-04-27 00:00:00
3015960012,4600,10,Route for Inspection,8,Building,10,2011-06-27 07:12:00
3015990003,1200,6,Complaint,6,Building,6,2017-09-04 08:00:00
3015990027,600,3,Complaint,3,Building,3,2017-06-16 00:00:00
3015990074,400,2,VIOLATION,2,Building,2,2017-04-04 00:00:00
3016010002,400,2,Complaint,2,Building,2,2016-08-28 12:00:00
3016010053,1600,8,Complaint,8,Building,8,2018-08-03 09:00:00
3016010055,1000,5,Complaint,5,Building,5,2018-10-14 00:00:00
3016010068,200,1,Complaint,1,Building,1,2019-01-17 00:00:00
3016020001,6600,15,Route for Inspection,13,Building,15,2010-11-18 12:48:00
3016020004,200,1,VIOLATION,1,Building,1,2017-04-05 00:00:00
3016020017,9900,17,Route for Inspection,12,Building,17,2011-08-16 08:28:14
3016020078,4400,4,PROJECT BLDG,2,Building,4,2013-01-31 12:00:00
3016020082,200,1,Complaint,1,Building,1,2016-11-27 00:00:00
3016040011,200,1,Complaint,1,Building,1,2017-12-07 00:00:00
3016050062,4400,9,Route for Inspection,7,Building,9,2010-05-18 08:00:00
3016060035,8200,3,PROJECT BLDG,2,Building,3,2013-12-13 00:00:00
3016070027,10800,26,Route for Inspection,19,Building,26,2018-01-14 12:55:23
3016070028,6100,3,PROJECT BLDG,2,Building,3,2011-10-12 08:00:00
3016090035,3000,2,PROJECT BLDG,2,Building,2,2010-08-18 00:00:00
3016090043,400,2,Complaint,2,Building,2,2016-09-25 00:00:00
3016100009,200,1,VIOLATION,1,Building,1,2018-01-30 00:00:00
3016100047,400,2,Complaint,2,Building,2,2017-06-28 00:00:00
3016120005,11600,21,Route for Inspection,18,Building,21,2017-02-04 03:25:42
3016120072,600,3,Complaint,3,Building,3,2017-09-07 00:00:00
3016140028,200,1,VIOLATION,1,Building,1,2012-12-10 00:00:00
3016150046,8400,4,PROJECT BLDG,2,Building,4,2012-08-03 12:00:00
3016150069,4000,2,PROJECT BLDG,2,Building,2,2011-11-16 00:00:00
3016150073,9600,5,Route for Inspection,3,Building,5,2018-10-23 04:48:00
3016160061,1000,5,VIOLATION,5,Building,5,2015-10-10 19:12:00
3016170005,4000,2,PROJECT BLDG,2,Building,2,2011-11-04 00:00:00
3016170029,8400,24,Route for Inspection,22,Building,24,2011-03-02 15:00:00
3016170042,6400,4,PROJECT BLDG,2,Building,4,2017-09-03 06:00:00
3016170048,3000,2,PROJECT BLDG,2,Building,2,2013-09-08 12:00:00
3016170057,200,1,VIOLATION,1,Building,1,2018-11-15 00:00:00
3016180012,3000,2,PROJECT BLDG,2,Building,2,2018-09-18 12:00:00
3016190065,600,3,Complaint,3,Building,3,2018-01-12 00:00:00
3016190184,800,4,Complaint,4,Building,4,2016-01-11 18:00:00
3016200042,200,1,VIOLATION,1,Building,1,2015-02-23 00:00:00
3016200049,400,2,VIOLATION,2,Building,2,2015-08-12 00:00:00
3016200077,2200,11,VIOLATION,11,Building,11,2014-09-06 13:05:27
3016210025,4000,2,PROJECT BLDG,2,Building,2,2010-07-16 00:00:00
3016210072,3400,4,PROJECT BLDG,2,Building,4,2012-11-20 12:00:00
3016220029,400,2,Complaint,1,Building,2,2018-02-22 12:00:00
3016220034,200,1,Complaint,1,Building,1,2018-04-02 00:00:00
3016240025,600,3,Complaint,3,Building,3,2018-12-27 00:00:00
3016240042,200,1,Complaint,1,Building,1,2017-03-09 00:00:00
3016240060,200,1,Complaint,1,Building,1,2018-11-30 00:00:00
3016250072,15000,37,Route for Inspection,35,Building,37,2010-12-16 19:27:34
3016257501,400,2,VIOLATION,2,Building,2,2017-12-20 12:00:00
3016260059,12000,2,PROJECT BLDG,2,Building,2,2009-06-20 00:00:00
3016270052,8400,4,PROJECT BLDG,2,Building,4,2017-05-20 06:00:00
3016280056,6200,18,Route for Inspection,10,Building,18,2015-06-10 10:40:00
3016290001,3400,17,Complaint,17,Building,17,2017-02-05 16:56:28
3016290013,4000,2,PROJECT BLDG,2,Building,2,2010-06-25 00:00:00
3016290030,200,1,Complaint,1,Building,1,2017-02-17 00:00:00
3016300051,4200,3,PROJECT BLDG,2,Building,3,2016-03-08 16:00:00
3016330006,200,1,VIOLATION,1,Building,1,2012-10-11 00:00:00
3016330060,600,3,Complaint,3,Building,3,2018-01-24 16:00:00
3016370005,600,3,VIOLATION,3,Building,3,2018-12-07 08:00:00
3016370037,200,1,Complaint,1,Building,1,2016-03-15 00:00:00
3016370048,5000,12,Route for Inspection,10,Building,12,2011-03-31 18:00:00
3016380076,200,1,VIOLATION,1,Building,1,2017-05-30 00:00:00
3016380084,200,1,Complaint,1,Building,1,2017-09-14 00:00:00
3016390004,5600,5,VIOLATION,3,Building,5,2013-02-14 14:24:00
3016390032,3200,3,PROJECT BLDG,2,Building,3,2010-09-02 00:00:00
3016400062,200,1,VIOLATION,1,Building,1,2017-10-05 00:00:00
3016410033,10100,18,Route for Inspection,13,Building,18,2013-04-29 05:20:00
3016410055,400,2,Complaint,2,Building,2,2017-06-16 12:00:00
3016410065,200,1,Complaint,1,Building,1,2016-11-26 00:00:00
3016410070,200,1,VIOLATION,1,Building,1,2014-04-07 00:00:00
3016420008,1000,5,Complaint,5,Building,5,2018-07-03 19:12:00
3016470005,3000,2,PROJECT BLDG,2,Building,2,2013-09-15 12:00:00
3016470022,400,2,VIOLATION,2,Building,2,2012-11-17 00:00:00
3016470069,4400,4,PROJECT BLDG,2,Building,4,2013-11-12 00:00:00
3016470084,400,2,Complaint,2,Building,2,2017-02-11 12:00:00
3016480006,400,2,Complaint,2,Building,2,2017-01-04 00:00:00
3016480033,3200,3,PROJECT BLDG,2,Building,3,2012-02-07 16:00:00
3016480038,200,1,Complaint,1,Building,1,2018-08-01 00:00:00
3016480110,3800,6,Route for Inspection,4,Building,6,2015-08-23 08:00:00
3016510044,3000,2,PROJECT BLDG,2,Building,2,2009-06-20 00:00:00
3016510047,600,3,Complaint,3,Building,3,2018-01-01 16:00:00
3016520004,3000,2,PROJECT BLDG,2,Building,2,2014-09-02 12:00:00
3016520043,600,3,VIOLATION,3,Building,3,2015-02-23 16:00:00
3016520044,14300,39,Route for Inspection,37,Building,39,2016-11-19 02:27:41
3016530050,9200,13,Route for Inspection,11,Building,13,2013-03-02 16:36:55
3016530058,7000,2,PROJECT BLDG,2,Building,2,2009-06-20 00:00:00
3016540001,1000,5,Complaint,4,Building,5,2016-02-27 04:48:00
3016540049,5600,15,Route for Inspection,13,Building,15,2015-11-04 08:00:00
3016550008,3000,2,PROJECT BLDG,2,Building,2,2010-08-18 00:00:00
3016550076,1200,6,VIOLATION,6,Building,6,2013-04-01 12:00:00
3016560001,200,1,Complaint,1,Building,1,2018-02-10 00:00:00
3016560030,200,1,VIOLATION,1,Building,1,2018-02-05 00:00:00
3016560034,7400,9,VIOLATION,4,Building,9,2014-04-13 16:00:00
3016560036,1000,5,VIOLATION,5,Building,5,2015-04-22 19:12:00
3016570019,200,1,Complaint,1,Building,1,2016-06-09 00:00:00
3016570107,1800,9,VIOLATION,8,Building,9,2015-04-18 00:00:00
3016580009,13000,8,Route for Inspection,5,Building,8,2011-02-05 09:00:00
3016580046,400,2,Complaint,2,Building,2,2016-07-10 12:00:00
3016610044,800,4,VIOLATION,4,Building,4,2013-07-11 18:00:00
3016610048,600,3,VIOLATION,3,Building,3,2013-02-19 00:00:00
3016620012,600,3,Complaint,2,Building,3,2017-02-19 08:00:00
3016620034,12400,20,VIOLATION,17,Building,20,2013-11-01 10:48:00
3016620050,3800,6,VIOLATION,4,Building,6,2015-12-08 04:00:00
3016620055,7200,23,Route for Inspection,21,Building,23,2011-08-18 21:54:46
3016620062,200,1,Complaint,1,Building,1,2018-03-19 00:00:00
3016630022,400,2,VIOLATION,2,Building,2,2015-02-20 12:00:00
3016640057,23200,38,Route for Inspection,32,Building,38,2017-01-24 16:25:15
3016650078,200,1,VIOLATION,1,Building,1,2017-12-01 00:00:00
3016660042,400,2,Complaint,2,Building,2,2016-06-01 12:00:00
3016670010,2400,12,VIOLATION,12,Building,12,2018-01-01 12:00:00
3016670031,13200,38,Route for Inspection,36,Building,38,2010-11-21 22:44:12
3016680036,200,1,VIOLATION,1,Building,1,2017-12-18 00:00:00
3016730059,200,1,VIOLATION,1,Building,1,2015-11-05 00:00:00
3016760001,800,4,Complaint,4,Building,4,2016-06-28 18:00:00
3016780054,600,3,VIOLATION,2,Building,3,2018-05-04 16:00:00
3016780063,200,1,VIOLATION,1,Building,1,2016-03-17 00:00:00
3016800053,800,4,Complaint,4,Building,4,2017-03-01 12:00:00
3016820045,400,2,Complaint,2,Building,2,2017-08-06 00:00:00
3016820052,200,1,VIOLATION,1,Building,1,2014-02-21 00:00:00
3016820077,600,3,Complaint,2,Building,3,2017-05-15 00:00:00
3016820079,15800,36,Route for Inspection,30,Building,36,2017-02-26 06:00:00
3016820082,600,3,Complaint,3,Building,3,2017-07-19 16:00:00
3016830011,400,2,VIOLATION,2,Building,2,2017-12-14 00:00:00
3016830016,3000,2,PROJECT BLDG,2,Building,2,2015-09-23 12:00:00
3016830080,1400,7,Complaint,7,Building,7,2017-05-14 10:17:08
3016840001,2600,13,Complaint,13,Building,13,2017-12-08 16:36:55
3016870025,600,3,Complaint,3,Building,3,2017-03-01 00:00:00
3016870026,400,2,Complaint,2,Building,2,2017-08-29 12:00:00
3016870079,800,4,VIOLATION,4,Building,4,2012-11-29 12:00:00
3016910012,5800,29,Complaint,15,Building,29,2016-07-23 18:12:24
3016950007,2400,12,VIOLATION,7,Building,12,2015-05-02 04:00:00
3016950153,400,2,VIOLATION,2,Building,2,2013-11-02 12:00:00
3017000062,1200,6,Complaint,6,Building,6,2018-04-05 20:00:00
3017030064,1000,5,Complaint,4,Building,5,2018-01-23 04:48:00
3017080043,1400,7,Complaint,4,Building,7,2017-12-11 10:17:08
3017120011,8000,12,Route for Inspection,9,Building,12,2017-09-23 14:00:00
3017130010,200,1,Complaint,1,Building,1,2018-09-10 00:00:00
3017220023,6000,2,PROJECT BLDG,2,Building,2,2010-07-19 12:00:00
3017320023,200,1,Complaint,1,Building,1,2018-06-04 00:00:00
3017430008,4000,2,PROJECT BLDG,2,Building,2,2010-06-25 00:00:00
3017560025,200,1,VIOLATION,1,Demolished,1,2013-03-13 00:00:00
3017570011,600,3,Complaint,3,Building,3,2017-08-25 08:00:00
3017570022,400,2,VIOLATION,2,Building,2,2013-02-11 00:00:00
3017580012,400,2,Complaint,2,Building,2,2019-01-01 00:00:00
3017580014,200,1,Complaint,1,Building,1,2019-02-01 00:00:00
3017580054,10200,4,PROJECT BLDG,2,Building,4,2017-09-22 06:00:00
3017590005,3200,16,VIOLATION,9,Building,16,2018-10-29 00:00:00
3017600012,200,1,Complaint,1,Building,1,2019-01-27 00:00:00
3017600014,1400,7,VIOLATION,6,Building,7,2014-05-20 03:25:42
3017600068,200,1,Complaint,1,Building,1,2018-08-24 00:00:00
3017600069,200,1,Complaint,1,Building,1,2018-05-25 00:00:00
3017600070,600,3,Complaint,3,Building,3,2017-07-05 16:00:00
3017610019,3000,2,PROJECT BLDG,2,Building,2,2012-09-06 12:00:00
3017630070,200,1,Complaint,1,Building,1,2016-09-28 00:00:00
3017660019,4000,2,PROJECT BLDG,2,Building,2,2012-10-10 00:00:00
3017670038,24200,23,Route for Inspection,14,Building,23,2018-07-06 21:54:46
3017680037,200,1,VIOLATION,1,Building,1,2016-11-29 00:00:00
3017690016,2200,11,Complaint,11,Building,11,2018-10-28 19:38:10
3017690052,200,1,Complaint,1,Building,1,2017-01-05 00:00:00
3017690057,400,2,Complaint,2,Building,2,2016-09-09 12:00:00
3017700018,4000,2,PROJECT BLDG,2,Building,2,2010-07-01 12:00:00
3017710047,7600,20,Route for Inspection,18,Building,20,2012-09-03 08:24:00
3017720051,400,2,Complaint,2,Building,2,2018-07-29 00:00:00
3017720061,4000,2,PROJECT BLDG,2,Building,2,2011-10-22 00:00:00
3017740046,200,1,VIOLATION,1,Building,1,2013-04-22 00:00:00
3017750008,4000,7,Route for Inspection,5,Building,7,2014-06-07 13:42:51
3017750020,1200,6,Complaint,6,Building,6,2018-01-26 00:00:00
3017750021,18500,15,Route for Inspection,11,Building,15,2018-08-20 01:36:00
3017750045,600,3,VIOLATION,3,Building,3,2019-02-06 08:00:00
3017750060,200,1,VIOLATION,1,Building,1,2014-03-26 00:00:00
3017750067,200,1,Complaint,1,Building,1,2018-09-05 00:00:00
3017750070,200,1,VIOLATION,1,Building,1,2017-01-30 00:00:00
3017760017,11200,28,Route for Inspection,26,Building,28,2010-02-05 02:34:17
3017760025,200,1,VIOLATION,1,Building,1,2015-03-04 00:00:00
3017770003,400,2,Complaint,2,Building,2,2016-10-07 12:00:00
3017770033,40100,43,Route for Inspection,27,Building,43,2018-06-25 05:01:23
3017770052,12500,9,Route for Inspection,6,Building,9,2012-12-17 16:00:00
3017780001,200,1,VIOLATION,1,Building,1,2015-02-23 00:00:00
3017780021,3400,4,PROJECT BLDG,2,Building,4,2012-05-30 00:00:00
3017800011,600,3,VIOLATION,3,Building,3,2014-02-18 08:00:00
3017800026,200,1,Complaint,1,Building,1,2016-07-05 00:00:00
3017800059,200,1,VIOLATION,1,Building,1,2013-05-16 00:00:00
3017800070,200,1,Complaint,1,Building,1,2018-12-18 00:00:00
3017820026,400,2,VIOLATION,2,Building,2,2013-10-04 12:00:00
3017830097,200,1,VIOLATION,1,Building,1,2016-12-22 00:00:00
3017830098,7600,5,Complaint,2,Building,5,2017-06-25 14:24:00
3017850001,200,1,Complaint,1,Building,1,2019-01-12 00:00:00
3017850039,3800,6,Route for Inspection,4,Building,6,2011-08-03 04:00:00
3017860001,200,1,Complaint,1,Building,1,2017-10-13 00:00:00
3017860031,200,1,Complaint,1,Building,1,2018-04-07 00:00:00
3017860033,800,4,Complaint,4,Building,4,2018-07-22 18:00:00
3017860039,1400,7,Complaint,7,Building,7,2018-11-16 06:51:25
3017860047,9800,11,Route for Inspection,9,Building,11,2018-11-25 08:43:38
3017860049,200,1,Complaint,1,Building,1,2018-12-26 00:00:00
3017860058,200,1,VIOLATION,1,Building,1,2017-03-29 00:00:00
3017877501,200,1,VIOLATION,1,Building,1,2017-12-14 00:00:00
3017880067,200,1,Complaint,1,Building,1,2019-02-15 00:00:00
3017880077,200,1,VIOLATION,1,Building,1,2017-06-19 00:00:00
3017890036,10800,16,Route for Inspection,10,Building,16,2014-03-31 13:30:00
3017890069,200,1,Complaint,1,Building,1,2017-04-14 00:00:00
3017910011,3600,5,Route for Inspection,3,Building,5,2017-01-10 04:48:00
3017910080,8000,27,Route for Inspection,25,Building,27,2009-08-19 15:06:40
3017920029,200,1,Complaint,1,Building,1,2017-07-03 00:00:00
3017930001,400,2,VIOLATION,2,Building,2,2017-05-27 00:00:00
3017930035,800,4,Complaint,4,Building,4,2016-07-28 06:00:00
3017930046,3000,2,PROJECT BLDG,2,Building,2,2011-11-04 00:00:00
3017930055,3000,2,PROJECT BLDG,2,Building,2,2009-06-26 00:00:00
3017940008,14900,38,Route for Inspection,18,Building,38,2014-07-14 22:44:12
3017940009,1000,5,Complaint,5,Building,5,2017-01-04 19:12:00
3017950050,3000,2,PROJECT BLDG,2,Building,2,2008-08-09 00:00:00
3017960001,800,4,Complaint,4,Building,4,2018-07-01 12:00:00
3017960065,5800,11,Route for Inspection,9,Building,11,2010-12-31 04:21:49
3017970003,19100,32,Route for Inspection,28,Building,32,2016-08-19 07:30:00
3017980040,200,1,Complaint,1,Building,1,2019-02-14 00:00:00
3017990012,3200,3,PROJECT BLDG,2,Building,3,2013-09-27 16:00:00
3018000063,600,3,VIOLATION,3,Building,3,2016-05-22 08:00:00
3018010020,8800,26,Route for Inspection,24,Building,26,2011-10-08 13:50:46
3018020003,600,3,Complaint,3,Building,3,2018-10-14 16:00:00
3018030007,200,1,VIOLATION,1,Building,1,2015-03-09 00:00:00
3018030064,400,2,VIOLATION,2,Building,2,2013-05-27 00:00:00
3018030065,8800,6,Route for Inspection,4,Building,6,2012-03-16 04:00:00
3018030072,2600,13,Complaint,13,Building,13,2018-09-05 22:09:13
3018030074,400,2,Complaint,2,Building,2,2018-07-27 12:00:00
3018030076,200,1,Complaint,1,Building,1,2018-07-13 00:00:00
3018040042,600,3,Complaint,3,Building,3,2018-02-04 00:00:00
3018050034,1400,7,Complaint,7,Building,7,2016-12-01 17:08:34
3018060006,10400,24,Route for Inspection,22,Building,24,2013-12-27 14:00:00
3018060026,200,1,Complaint,1,Building,1,2017-10-24 00:00:00
3018060039,400,2,Complaint,2,Building,2,2016-05-17 12:00:00
3018080046,3000,2,PROJECT BLDG,2,Building,2,2009-06-20 00:00:00
3018080051,800,4,Complaint,4,Building,4,2017-02-17 00:00:00
3018080085,11800,6,Route for Inspection,4,Building,6,2016-10-28 20:00:00
3018090009,3000,2,PROJECT BLDG,2,Building,2,2016-09-08 12:00:00
3018090040,7000,22,Route for Inspection,20,Building,22,2013-09-05 06:32:43
3018110003,5200,13,Route for Inspection,8,Building,13,2017-03-29 14:46:09
3018110019,400,2,Complaint,2,Building,2,2019-02-01 12:00:00
3018120015,200,1,VIOLATION,1,Building,1,2012-11-29 00:00:00
3018130031,400,2,Complaint,1,Building,2,2018-01-26 00:00:00
3018130053,400,2,Complaint,2,Building,2,2018-04-15 00:00:00
3018130083,800,4,Complaint,4,Building,4,2018-08-27 18:00:00
3018140034,400,2,Complaint,2,Building,2,2018-12-23 12:00:00
3018140066,600,3,VIOLATION,3,Building,3,2012-08-14 08:00:00
3018140068,200,1,Complaint,1,Building,1,2016-12-22 00:00:00
3018150001,3800,6,Route for Inspection,4,Building,6,2011-01-16 16:00:00
3018150019,200,1,Complaint,1,Building,1,2016-12-22 00:00:00
3018150052,8800,31,Route for Inspection,29,Building,31,2010-03-11 20:07:44
3018150059,400,2,VIOLATION,2,Building,2,2013-01-08 12:00:00
3018160001,1000,5,Complaint,5,Building,5,2018-03-16 14:24:00
3018170082,4200,8,Route for Inspection,6,Building,8,2017-03-02 18:00:00
3018180003,200,1,Complaint,1,Building,1,2018-05-21 00:00:00
3018190009,4000,2,PROJECT BLDG,2,Building,2,2013-09-17 12:00:00
3018200051,400,2,VIOLATION,2,Building,2,2017-10-02 00:00:00
3018230001,3600,5,Route for Inspection,3,Building,5,2009-01-12 04:48:00
3018230027,200,1,Complaint,1,Building,1,2016-10-01 00:00:00
3018230029,200,1,Complaint,1,Building,1,2017-05-03 00:00:00
3018240033,3000,2,PROJECT BLDG,2,Building,2,2016-09-21 12:00:00
3018250036,3000,2,PROJECT BLDG,2,Building,2,2012-09-25 12:00:00
3018250044,200,1,VIOLATION,1,Building,1,2015-01-08 00:00:00
3018260023,200,1,Complaint,1,Building,1,2016-08-28 00:00:00
3018270034,200,1,VIOLATION,1,Building,1,2013-03-27 00:00:00
3018270085,3000,2,PROJECT BLDG,2,Building,2,2014-09-11 12:00:00
3018280017,1200,6,Complaint,5,Building,6,2018-10-05 08:00:00
3018280036,7400,9,Route for Inspection,7,Building,9,2016-10-22 16:00:00
3018280062,1000,5,Complaint,5,Building,5,2016-11-13 00:00:00
3018280089,400,2,VIOLATION,2,Building,2,2012-12-23 00:00:00
3018310007,5800,11,Route for Inspection,9,Building,11,2011-08-25 06:32:43
3018310042,200,1,VIOLATION,1,Building,1,2015-12-10 00:00:00
3018310072,200,1,Complaint,1,Building,1,2018-03-30 00:00:00
3018320048,400,2,VIOLATION,2,Building,2,2014-03-07 12:00:00
3018330046,200,1,Complaint,1,Building,1,2016-05-19 00:00:00
3018330061,4800,6,Route for Inspection,4,Building,6,2012-01-28 20:00:00
3018330065,800,4,Complaint,3,Building,4,2018-04-02 18:00:00
3018340039,1400,7,VIOLATION,4,Building,7,2017-10-26 17:08:34
3018340042,200,1,Complaint,1,Building,1,2017-05-07 00:00:00
3018340072,13200,8,VIOLATION,5,Building,8,2014-08-10 09:00:00
3018350004,1600,8,Complaint,8,Building,8,2018-01-04 06:00:00
3018350070,4000,2,PROJECT BLDG,2,Building,2,2012-09-06 12:00:00
3018367501,4200,3,PROJECT BLDG,2,Building,3,2008-08-04 08:00:00
3018370015,10400,14,Route for Inspection,12,Building,14,2013-04-12 10:17:08
3018370067,10000,22,VIOLATION,11,Building,22,2015-10-26 04:21:49
3018380075,5000,2,PROJECT BLDG,2,Building,2,2013-09-23 12:00:00
3018390021,3000,2,PROJECT BLDG,2,Building,2,2015-09-24 12:00:00
3018420053,1000,5,VIOLATION,4,Building,5,2015-06-13 09:36:00
3018460002,5800,10,Complaint,7,Building,10,2016-11-06 12:00:00
3018470033,400,2,Complaint,2,Building,2,2017-07-03 00:00:00
3018470035,400,2,Complaint,2,Building,2,2018-03-17 12:00:00
3018470055,400,2,Complaint,1,Building,2,2018-11-21 12:00:00
3018470071,200,1,Complaint,1,Building,1,2017-07-02 00:00:00
3018510051,2200,11,Complaint,10,Building,11,2017-09-08 19:38:10
3018510063,11300,10,Complaint,9,Building,10,2017-05-04 16:48:00
3018520005,600,3,Complaint,3,Building,3,2019-01-31 08:00:00
3018520049,1200,6,VIOLATION,4,Building,6,2016-02-24 04:00:00
3018540014,600,3,Complaint,3,Building,3,2016-04-21 08:00:00
3018540021,19900,22,Route for Inspection,18,Building,22,2015-08-13 03:16:21
3018540023,400,2,VIOLATION,2,Building,2,2016-12-31 12:00:00
3018540037,7700,5,Route for Inspection,4,Building,5,2018-01-01 04:48:00
3018550003,200,1,VIOLATION,1,Building,1,2016-12-15 00:00:00
3018570028,400,2,VIOLATION,2,Building,2,2012-12-13 12:00:00
3018570033,3400,17,Complaint,12,Building,17,2018-03-17 14:07:03
3018630019,7400,24,Route for Inspection,22,Building,24,2012-07-06 23:00:00
3018630029,5500,8,VIOLATION,5,Building,8,2014-06-06 15:00:00
3018630075,1800,9,Complaint,5,Building,9,2018-01-07 00:00:00
3018640003,10000,5,PROJECT BLDG,5,Building,5,2013-12-06 00:00:00
3018640030,4000,2,PROJECT BLDG,2,Building,2,2008-08-03 00:00:00
3018640044,600,3,Complaint,3,Building,3,2018-03-22 08:00:00
3018650048,2600,13,VIOLATION,12,Building,13,2016-06-26 05:32:18
3018670001,2800,14,Complaint,14,Building,14,2017-10-07 17:08:34
